BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
5726866,1524464735,0,1,0,0,1,69,834,71,2,77,1599,2817,22,0
15450240,1661118969,0.472583188,1,1,1,1,95,1723,75,1,103,1682,3942,51,1
15155634,1655500783,0.4591468,1,1,1,1,66,2879,40,1,117,1731,6429,52,1
15450240,1646821642,0.510285595,1,1,1,0,47,1591,72,1,57,1120,3631,59,1
5900316,1524959688,0,0,0,0,1,72,1201,81,3,99,1462,4791,29,0
15450240,1648904118,0.531836399,1,1,1,1,59,1657,52,1,70,1572,3983,59,1
10822305,1524145611,0,1,0,0,1,40,883,51,3,71,1757,4293,0,1
6207713,1524799102,0,1,0,0,1,35,979,67,2,94,2506,3626,30,0
15450240,1661999151,0.46995953,1,1,1,1,122,2825,66,1,156,1626,3321,58,1
5787898,1524145611,0.001193498,1,0,0,0,42,1608,68,2,91,1824,2498,0,0
6163307,1525857448,0,0,0,0,0,53,1602,29,2,88,1781,3406,0,0
5595607,1525081411,0,0,0,0,1,113,1692,77,1,104,2678,4948,26,0
15450240,1524145611,0,1,0,0,1,69,1709,17,1,33,1342,6484,29,0
15450240,1651530430,0.496966962,1,1,1,1,39,2294,63,1,109,2997,2635,58,1
6257051,1524145611,0,1,0,0,0,39,1328,74,2,52,1617,1774,26,0
5730551,1524145611,0,1,0,0,1,30,1208,64,2,56,1551,1502,0,0
15450240,1645467098,0.480805178,1,1,1,1,110,2995,82,1,62,3021,6389,50,1
6163004,1524145611,0,1,0,0,1,32,1033,59,3,43,1568,3607,28,0
5628045,1524145611,0,1,0,0,0,36,1010,53,1,71,1219,2634,0,0
15450240,1526880262,0,0,0,0,1,40,1119,28,2,51,1650,3007,55,0
15396643,1536103606,0.630452232,1,1,1,1,50,2504,81,1,77,1527,1843,58,1
15369354,1647327972,0.454084574,1,1,1,1,115,1454,36,1,100,1741,4487,57,1
5505259,1524145611,0,0,0,0,1,66,905,28,2,72,1383,2010,29,0
15240073,1661999151,0.501257457,1,1,1,1,118,1109,75,1,32,1516,3460,59,1
15450240,1644484956,0.544639946,1,1,1,1,118,3850,63,1,78,1773,3498,53,1
6260676,1524145611,0,0,0,0,0,88,1045,70,2,52,2292,3694,24,0
5839809,1524145611,0.020079669,1,0,0,1,43,677,73,2,79,1527,2273,0,0
15450240,1645709801,0.461984628,1,1,1,1,89,3850,43,1,119,3004,6382,55,1
15450240,1659412294,0.001932855,1,1,0,1,97,3024,13,2,52,1376,2534,59,1
15450240,1645284181,0.543042704,1,1,1,1,104,2376,28,1,124,3200,2673,54,1
9227094,1659212620,0.514293376,1,1,1,1,189,1463,50,1,110,1447,2619,55,1
5898545,1524145611,0,1,0,0,1,48,1086,50,3,111,1585,5362,0,0
15450240,1530962139,0,1,0,0,0,44,997,54,1,93,1490,5701,54,0
6288095,1525819487,0,1,0,0,1,32,1383,61,2,69,1075,4171,0,0
6241714,1526412282,0,1,1,0,1,56,1725,46,3,106,1396,2692,29,1
6612412,1526719624,0,1,0,0,1,39,1433,69,1,84,1677,3365,31,0
5679938,1524145611,0,1,0,0,1,43,1548,64,2,80,1500,3254,2,0
5545730,1529297412,0,0,0,0,1,30,1000,40,2,74,1133,2470,0,0
5468684,1524145611,0.004360381,1,0,0,1,52,1350,37,2,114,1490,1656,26,0
15450240,1640006711,0.435633095,1,1,1,1,113,2270,76,3,36,1427,3752,50,1
5809774,1652185641,0,1,0,0,0,42,993,56,2,77,2781,2641,24,0
15450240,1650761682,0.444868603,1,1,1,1,130,2968,74,1,141,1922,6077,55,1
15450240,1573327404,0.527157549,1,1,0,1,43,2769,87,3,76,1251,4716,55,1
