BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
5918460,1524145611,0,1,0,0,1,34,1076,49,2,69,1216,2774,25,0
15450240,1660450988,0.46942291,1,1,1,1,102,3850,46,1,56,1582,4156,29,1
15450240,1661999151,0.511463457,1,1,1,1,42,1534,60,3,75,1301,4130,56,1
15450240,1651851176,0.493831332,1,1,1,1,126,3850,33,1,213,1550,4642,58,1
5753649,1524145611,0,1,0,0,0,45,1057,33,1,70,1497,1817,27,0
5903997,1524145611,0,0,0,0,1,38,936,53,3,89,1681,4227,23,0
6244203,1524885133,0.007521427,1,0,0,0,61,1685,28,1,90,1067,2717,30,0
14942240,1643350578,0.476572208,1,1,1,1,87,1135,15,1,93,1216,1574,58,1
6615054,1524145611,0.007784724,1,0,0,1,40,1766,25,1,108,1689,3075,28,0
15450240,1655740093,0.508833142,1,1,1,1,118,2556,58,3,78,1299,3238,60,1
6327836,1524145611,0.010788421,1,0,0,1,55,1669,63,2,30,1390,2456,0,0
15450240,1643754114,0.515439947,1,1,1,1,122,1656,81,1,154,2790,4729,51,1
5894481,1525737254,0,1,0,0,1,189,1629,68,2,85,1449,2548,28,0
15450240,1654801471,0,0,0,0,1,106,2206,70,1,83,1460,3821,53,0
15450240,1661999151,0.534006842,1,1,1,1,107,1013,45,1,100,3240,6633,57,1
5468684,1524221631,0,0,0,0,1,64,1507,78,3,60,1487,2407,26,0
10842969,1661999151,0,1,0,0,1,37,800,81,1,162,1436,2834,23,0
5468684,1524145611,0,1,0,1,1,38,1406,31,1,30,1714,3450,28,0
15450240,1548596341,0.436140913,1,1,1,1,48,1738,64,2,96,1577,2101,51,1
15450240,1654902692,0.504595778,1,0,0,1,109,1341,76,1,107,1177,4138,52,1
15057298,1524145611,0,1,0,0,1,45,1472,71,2,84,1698,4201,29,0
15450240,1629960585,0,1,1,1,1,136,1620,43,2,53,3166,5269,29,1
15238117,1661999151,0.48038475,1,1,1,1,79,1503,80,3,87,1288,4410,57,1
5895602,1525135733,0,1,0,0,1,67,963,60,1,73,1620,3422,0,1
15450240,1647857513,0,1,1,0,1,48,1734,69,1,73,1178,4013,53,1
5509671,1524145611,0,1,0,0,1,81,868,43,1,69,1508,1014,26,0
15450240,1659198447,0.464205272,1,1,1,1,104,3471,59,1,46,1761,4183,53,1
6031504,1524145611,0,1,0,0,1,41,1394,36,2,90,1581,3324,29,0
