BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
15450240,1661999151,0.499076404,1,1,1,1,103,1028,55,1,104,1107,2787,53,1
15295279,1646936346,0.570344453,1,1,1,1,124,1570,53,1,83,2158,1653,49,1
6332205,1641260309,0,1,0,1,1,42,1033,60,1,110,1479,5395,27,1
5517903,1524145611,0,1,0,0,1,63,1721,76,2,131,1477,2241,0,0
15450240,1524469642,0,0,0,0,1,41,812,81,2,55,1747,3020,25,0
5468684,1524145611,0.025531014,1,0,0,0,54,2305,36,2,78,1607,3295,53,0
5776330,1526522381,0.015430252,1,0,0,1,34,1362,53,1,110,1460,2129,0,0
15450240,1661999151,0.447084192,1,0,1,1,51,1653,54,1,90,2726,2969,49,1
5516471,1530068017,0.013163014,1,0,0,1,86,999,67,3,100,1695,3170,0,0
6273705,1532837339,0,1,0,0,1,39,1592,43,2,110,1435,5225,0,0
15450240,1649966483,0.521783533,1,1,1,1,85,1712,11,2,85,1708,3479,54,1
5615841,1596792705,0,0,0,0,1,56,1073,40,3,55,1686,4076,26,0
6092544,1529506071,0,0,0,0,1,65,1608,69,1,64,1529,2915,0,0
15450240,1661999151,0.479033628,1,1,1,1,87,1360,79,3,77,2263,5434,55,1
15450240,1648968480,0,1,0,0,1,89,2609,47,1,104,2503,2150,53,1
6184549,1530454774,0.002780561,1,0,0,0,60,1810,63,2,103,1257,1890,31,0
15283204,1660186245,0.412355431,1,1,1,1,45,1573,67,3,59,2619,3686,55,1
5596563,1524145611,0.017256835,1,0,0,1,64,948,83,2,74,1577,2826,28,0
6260990,1526320883,0,0,0,0,1,42,1625,49,2,122,1667,3677,1,0
10320251,1532528981,0,0,0,0,1,46,1053,41,2,107,1531,2656,25,0
6212574,1524145611,0,1,0,0,1,42,1410,48,2,101,1305,4324,56,0
15450240,1650004188,0.490833875,1,1,1,1,100,1893,50,1,108,3393,6385,27,1
15450240,1644167333,0.532050185,1,1,1,1,103,807,45,1,82,1872,2321,58,1
13627606,1525900633,0,1,0,0,1,35,941,60,1,88,1512,3275,31,0
15450240,1660594252,0,1,1,0,1,52,1386,76,3,294,1619,4400,50,0
6124162,1524145611,0,1,0,1,1,113,1031,36,1,60,1662,4313,29,0
15397509,1581848747,0,1,0,0,1,49,1614,79,3,129,1748,4589,26,0
8858528,1524145611,0,1,1,0,0,43,2383,41,3,55,1262,3915,57,0
15450240,1661421440,0,1,1,1,1,109,1557,45,2,104,1472,2626,54,1
15011231,1524145611,0,1,0,1,1,65,1581,58,1,103,2888,3567,58,0
5766902,1524145611,0,1,1,0,1,94,1639,38,1,109,2468,3168,30,1
5508401,1524145611,0,1,0,0,1,44,1770,22,2,63,1687,3915,25,0
6214591,1524145611,0.470291424,1,1,1,1,44,1171,57,3,138,1595,4626,58,1
6151334,1524145611,0,1,0,0,0,52,868,72,3,106,1542,2848,27,0
5701949,1533575275,0,1,1,0,1,50,843,56,2,90,1112,3300,23,0
15008303,1646364914,0.566646496,1,1,1,1,86,1831,70,1,88,1515,3193,28,1
15450240,1524145611,0.001626069,1,0,1,1,47,1039,83,1,113,2229,2109,29,1
15450240,1524145611,0.413011092,1,0,1,1,76,1606,54,3,133,1325,1675,27,1
15450240,1654645863,1.74E-05,0,0,1,1,189,1545,53,1,104,2463,5068,26,1
15450240,1660883259,0.450103513,1,1,1,1,88,2763,65,1,62,1469,5856,58,1
5725962,1524145611,0,0,0,0,1,33,1575,65,2,94,1169,921,30,0
15450240,1661999151,0.482211303,1,0,1,1,75,2332,41,3,88,1725,4588,27,1
5641168,1524145611,0,0,0,0,1,39,884,65,1,83,1716,2641,55,0
8058849,1524145611,0,1,0,0,1,46,1011,77,1,76,1505,1914,25,0
15450240,1642162475,0.535557097,1,1,1,1,126,1138,57,1,173,1500,4603,50,1
5783531,1528432854,0.448124377,1,1,1,1,127,989,78,1,110,1343,1591,24,1
15450240,1524145611,0,1,0,0,0,71,1458,70,3,81,1538,5459,55,0
5732325,1524145611,0.004218154,1,0,0,0,39,1087,58,2,30,1466,3322,24,0
14579469,1524145611,0.488862963,1,0,0,1,43,957,59,1,122,1277,4096,29,1
15450240,1653870632,0.47689396,1,1,1,1,114,2234,54,1,38,2870,3413,59,1
5917809,1661999151,0.45826608,1,1,1,1,36,981,75,1,78,1486,2983,57,1
15450240,1656805021,0.491803413,1,1,1,1,39,2356,36,1,109,1448,4730,55,1
6376028,1525011265,0,0,0,0,1,31,1307,52,1,91,1559,3396,0,0
5582594,1647974780,0.496720654,1,0,0,1,68,2152,77,2,93,1254,2509,22,1
6204721,1526762901,0,1,0,0,1,61,987,78,2,70,1316,2464,0,0
15450240,1649758980,0.524846287,1,1,1,1,115,2682,81,1,157,1660,5176,51,1
6305605,1524463763,0,0,0,0,1,51,2374,69,1,37,1445,2292,1,0
15450240,1658633143,0,1,0,0,1,66,3850,66,1,47,1563,2061,28,1
15450240,1635157155,0.625973306,1,1,1,1,86,1519,21,1,88,1529,4854,53,1
5468684,1524145611,0,1,1,1,1,45,2153,69,1,90,1698,3579,27,1
6090956,1524145611,0.01927063,1,0,0,0,36,823,59,2,74,1409,2075,56,0
5564369,1524145611,0,0,0,0,1,34,893,381,2,75,1593,2502,25,0
15450240,1660878891,0.464927356,1,1,1,1,120,1690,39,1,61,1535,4777,52,1
6327179,1524145611,0,1,0,0,0,66,1183,63,2,66,1607,2076,29,0
5892024,1524145611,0,1,0,0,1,60,3291,62,2,143,2846,2082,27,1
15450240,1659864845,0.511445169,1,1,1,1,33,1687,31,3,94,2420,3991,59,1
5882831,1524709066,0,1,0,0,1,63,1628,74,2,73,1677,3957,26,0
15450240,1659968505,0.583342237,1,0,1,1,63,1606,69,1,91,1560,3660,57,1
15450240,1651892370,0.480908362,1,1,1,1,73,2298,77,1,287,1749,3154,59,1
15450240,1524145611,0,1,0,0,1,114,1516,11,1,83,2160,1962,0,0
